machine_id,temperature,vibration,pressure,speed,torque,tool_wear,failure
M0900,61.04,3.01,101.46,1503.99,37.6,25.12,0
M0901,64.06,2.91,99.44,1451.86,44.14,48.14,0
M0902,59.26,3.41,103.94,1496.73,47.18,31.64,0
M0903,70.38,2.08,102.53,1512.68,41.79,23.21,0
M0904,58.01,2.71,100.4,1493.54,39.14,46.51,0
M0905,59.07,2.03,104.59,1514.6,38.33,35.06,0
M0906,57.27,1.48,99.96,1532.72,41.03,32.99,0
M0907,67.94,1.09,99.27,1463.64,38.36,45.18,0
M0908,58.52,3.13,105.71,1498.58,35.26,47.98,0
M0909,67.03,3.17,105.2,1490.7,39.72,37.87,0
M0910,73.86,2.81,99.12,1461.19,44.55,51.65,0
M0911,71.58,3.37,105.45,1475.18,46.5,16.9,0
M0912,71.13,1.82,102.67,1489.0,44.73,16.8,0
M0913,57.89,1.44,105.76,1493.95,38.31,34.47,0
M0914,62.49,3.37,100.53,1492.38,43.88,53.17,0
M0915,98.74,5.77,116.59,1423.92,50.32,98.84,1
M0916,71.83,2.66,105.53,1519.07,45.25,16.98,0
M0917,61.19,3.4,100.9,1531.23,36.59,48.35,0
M0918,87.77,7.68,112.72,1438.02,53.83,68.16,1
M0919,84.71,5.24,118.68,1432.43,59.47,95.78,1
M0920,63.13,1.08,104.93,1532.32,47.23,28.55,0
M0921,71.82,2.79,105.01,1532.02,45.72,39.92,0
M0922,62.04,2.51,104.51,1523.78,40.89,6.37,0
M0923,67.83,2.58,104.33,1463.61,40.21,36.41,0
M0924,56.64,1.39,102.13,1546.97,45.8,43.16,0
M0925,93.72,7.27,111.83,1393.05,61.03,74.12,1
M0926,71.54,3.0,99.59,1491.45,37.36,48.82,0
M0927,97.69,5.29,119.38,1433.08,59.71,86.93,1
M0928,99.48,5.19,116.42,1365.19,56.02,80.01,1
M0929,56.78,1.92,105.58,1461.74,44.34,26.76,0
M0930,89.07,6.86,109.42,1414.22,52.86,95.17,1
M0931,60.76,2.24,99.04,1535.63,42.8,54.76,0
M0932,68.54,2.05,101.27,1464.59,38.77,18.09,0
M0933,73.15,1.92,103.47,1495.82,35.13,11.66,0
M0934,68.86,2.72,103.71,1520.85,44.57,17.81,0
M0935,56.18,1.83,99.88,1540.82,47.96,51.97,0
M0936,91.96,7.12,108.55,1372.83,59.29,75.59,1
M0937,62.42,3.42,102.48,1508.05,38.38,30.19,0
M0938,97.56,4.96,111.81,1397.74,52.13,69.09,1
M0939,57.56,3.18,104.68,1524.78,47.04,19.15,0
M0940,92.26,7.17,111.17,1378.17,63.39,76.04,1
M0941,95.27,5.03,118.24,1409.17,61.97,66.86,1
M0942,59.6,1.09,100.08,1520.6,40.67,54.76,0
M0943,80.82,5.75,116.51,1393.67,57.39,94.6,1
M0944,82.47,4.83,118.42,1366.26,52.52,82.81,1
M0945,72.82,2.46,102.67,1547.16,41.84,33.54,0
M0946,56.54,2.92,103.42,1538.74,35.34,39.07,0
M0947,62.88,2.48,105.61,1533.7,37.0,9.05,0
M0948,93.19,6.09,119.46,1403.48,50.09,98.94,1
M0949,74.02,1.81,103.85,1523.43,47.45,33.46,0
M0950,55.97,2.61,100.59,1455.55,35.92,52.6,0
M0951,62.98,1.45,105.72,1536.55,36.16,47.62,0
M0952,70.59,1.71,104.02,1515.41,36.57,29.54,0
M0953,71.13,1.78,103.48,1463.13,43.65,46.6,0
M0954,64.79,3.21,101.81,1506.31,40.5,42.82,0
M0955,92.28,6.02,113.11,1353.64,55.13,81.22,1
M0956,68.72,1.39,101.96,1512.96,41.82,19.54,0
M0957,73.14,2.19,99.19,1462.78,46.74,47.08,0
M0958,60.91,1.12,98.61,1454.51,36.4,26.25,0
M0959,68.22,2.42,100.03,1475.49,36.06,30.17,0
M0960,68.23,1.45,99.46,1489.3,36.08,48.84,0
M0961,66.74,2.14,103.36,1512.38,38.45,53.34,0
M0962,83.74,5.15,116.96,1404.36,63.07,68.72,1
M0963,55.12,1.29,99.37,1497.71,43.99,48.44,0
M0964,92.04,6.2,115.42,1437.65,55.41,88.58,1
M0965,62.9,1.76,99.0,1451.39,36.45,5.79,0
M0966,97.18,5.23,115.78,1408.48,56.54,86.91,1
M0967,58.82,1.75,101.71,1497.4,35.28,13.31,0
M0968,69.05,3.41,101.77,1535.98,42.61,15.07,0
M0969,71.68,1.13,98.06,1513.04,44.27,53.97,0
M0970,94.74,6.59,114.65,1376.17,57.31,82.01,1
M0971,67.23,2.7,104.53,1498.79,44.29,31.42,0
M0972,61.32,1.16,105.14,1491.71,41.15,29.74,0
M0973,86.94,6.94,108.25,1375.92,52.88,77.03,1
M0974,59.39,3.27,100.71,1510.21,45.95,37.85,0
M0975,60.87,2.78,105.68,1533.31,43.75,41.73,0
M0976,71.0,3.11,102.97,1478.25,44.74,38.35,0
M0977,58.99,2.51,98.81,1491.6,47.92,20.18,0
M0978,55.94,1.05,105.05,1485.7,37.06,46.4,0
M0979,80.64,4.72,113.17,1405.58,51.81,72.84,1
M0980,61.81,1.89,98.37,1537.77,38.48,12.56,0
M0981,65.31,2.67,103.65,1542.66,40.69,27.86,0
M0982,82.22,4.87,115.33,1420.39,64.21,93.83,1
M0983,57.11,2.57,104.97,1541.1,37.04,19.61,0
M0984,65.12,2.83,98.79,1514.71,39.35,11.89,0
M0985,88.78,5.96,117.23,1372.08,62.14,76.95,1
M0986,56.7,1.93,104.04,1486.06,43.64,12.58,0
M0987,63.43,1.57,104.41,1491.34,40.32,27.94,0
M0988,95.89,5.77,108.36,1363.1,50.15,93.22,1
M0989,81.7,5.6,119.78,1364.79,50.92,91.57,1
M0990,67.83,3.26,98.46,1513.16,44.27,38.02,0
M0991,60.91,2.01,103.45,1505.36,38.96,42.13,0
M0992,80.16,5.48,114.33,1432.84,60.5,80.62,1
M0993,65.89,2.97,103.22,1519.75,46.54,44.08,0
M0994,58.95,1.75,98.3,1483.45,44.43,42.0,0
M0995,74.84,1.71,98.74,1505.18,41.78,42.85,0
M0996,55.56,2.99,102.74,1474.13,45.06,41.33,0
M0997,82.21,4.71,112.48,1406.43,55.32,66.67,1
M0998,57.49,1.74,103.89,1495.31,47.78,45.27,0
M0999,91.31,7.63,115.53,1398.0,58.93,77.26,1
M1000,70.7,2.79,103.38,1521.44,41.76,17.38,0
